Date,ULTAStoreNo,City,TotalQtySold,TotalGrossSales
{"":"2024-08-04,1392,Dorchester               ,5,189.5
{"":"2024-08-04,1393,Rochester                ,14,758
{"":"2024-08-04,1394,White Lake               ,4,81.5
{"":"2024-08-04,1395,Pottstown                ,13,372
{"":"2024-08-04,1396,Birmingham               ,5,131
{"":"2024-08-04,1397,Woodland                 ,16,576.5
{"":"2024-08-04,1398,Arlington                ,37,1763
{"":"2024-08-04,1399,Mesa                     ,12,889.5
{"":"2024-08-04,1400,Trenton                  ,21,875
{"":"2024-08-04,1401,Homestead                ,22,1360.5
{"":"2024-08-04,1402,New York                 ,41,1731
{"":"2024-08-04,1403,Tulsa                    ,8,402
{"":"2024-08-04,1404,Portland                 ,26,1312.5
{"":"2024-08-04,1405,City of Industry         ,19,1084
{"":"2024-08-04,1407,Greer                    ,10,347
{"":"2024-08-04,1408,Louisville               ,1,19
{"":"2024-08-04,1409,Bloomington              ,17,705.5
{"":"2024-08-04,1410,Mays Landing             ,24,1184
{"":"2024-08-04,1411,Santa Maria              ,-4,-364
{"":"2024-08-04,1412,Kemah                    ,8,515
{"":"2024-08-04,1413,Salem                    ,19,665
{"":"2024-08-04,1414,Fort Worth               ,14,738
{"":"2024-08-04,1415,Tucson                   ,12,486.5
{"":"2024-08-04,1416,Louisville               ,4,169.5
{"":"2024-08-04,1417,Mundelein                ,13,710.5
{"":"2024-08-04,1418,San Antonio              ,37,1562.5
{"":"2024-08-04,1419,Arvada                   ,16,920
{"":"2024-08-04,1420,Fall River               ,9,406
{"":"2024-08-04,1421,Westport                 ,11,634.5
{"":"2024-08-04,1422,New Caney                ,8,239.5
{"":"2024-08-04,1423,Westlake                 ,12,593.5
{"":"2024-08-04,1424,Boynton Beach            ,36,1704
{"":"2024-08-04,1425,San Antonio              ,11,597.5
{"":"2024-08-04,1426,San Ramon                ,17,925
{"":"2024-08-04,1427,Greenville               ,17,675
{"":"2024-08-04,1428,Kearny                   ,17,771
{"":"2024-08-04,1429,Hiram                    ,13,417.5
{"":"2024-08-04,1430,Wall Township            ,22,1378.5
{"":"2024-08-04,1431,Calabasas                ,18,866.5
{"":"2024-08-04,1432,Staten Island            ,12,419.5
{"":"2024-08-04,1433,Kalamazoo                ,9,770
{"":"2024-08-04,1434,Morgan Hill              ,12,622
{"":"2024-08-04,1435,Charleston               ,22,1048.5
{"":"2024-08-04,1436,Porter Ranch             ,40,2100
{"":"2024-08-04,1437,Whitestown               ,31,3153
{"":"2024-08-04,1438,Owasso                   ,18,871
{"":"2024-08-04,1439,Baton Rouge              ,10,460.5
{"":"2024-08-04,1440,Wethersfield             ,20,1167
{"":"2024-08-04,1441,Lacey                    ,10,491
{"":"2024-08-04,1442,Pleasant Hill            ,27,1672
{"":"2024-08-04,1443,Topeka                   ,3,56
{"":"2024-08-04,1444,Ashland                  ,8,305.5
{"":"2024-08-04,1445,Camarillo                ,28,1514.5
{"":"2024-08-04,1446,Pico Rivera              ,78,4662
{"":"2024-08-04,1447,Sacramento               ,21,1374
{"":"2024-08-04,1448,College Point            ,5,52.5
{"":"2024-08-04,1449,Dalton                   ,8,307.5
{"":"2024-08-04,1450,Hesperia                 ,21,935.5
{"":"2024-08-04,1451,West Des Moines          ,11,692
{"":"2024-08-04,1452,Poplar Bluff             ,7,228
{"":"2024-08-04,1453,Kahului                  ,29,1291.5
{"":"2024-08-04,1454,Pearl City               ,11,643.5
{"":"2024-08-04,1455,Long Beach               ,35,1740
{"":"2024-08-04,1456,Riverton                 ,8,383
{"":"2024-08-04,1457,Kailua                   ,24,963.5
{"":"2024-08-04,1458,Fort Walton Beach        ,15,588.5
{"":"2024-08-04,1459,Kapolei                  ,18,912
{"":"2024-08-04,1460,Maryville                ,12,508
{"":"2024-08-04,1461,North Wales              ,34,1655
{"":"2024-08-04,1462,Orchard Park             ,23,1000.5
{"":"2024-08-04,1463,Watchung                 ,12,336.5
{"":"2024-08-04,1464,Yuma                     ,21,922
{"":"2024-08-04,1465,Saint Charles            ,14,540
{"":"2024-08-04,1466,Auburn                   ,12,831.5
{"":"2024-08-04,1467,North Brunswick          ,18,797
{"":"2024-08-04,1468,Grand Prairie            ,23,977.5
{"":"2024-08-04,1469,Mishawaka                ,6,402.5
{"":"2024-08-04,1470,Granbury                 ,9,464
{"":"2024-08-04,1471,Terrell                  ,22,972
{"":"2024-08-04,1472,Sierra Vista             ,4,214
{"":"2024-08-04,1473,Spring                   ,59,2918
{"":"2024-08-04,1474,Lafayette                ,19,905.5
{"":"2024-08-04,1475,San Diego                ,40,2726
{"":"2024-08-04,1476,San Diego                ,14,767.5
{"":"2024-08-04,1477,Philadelphia             ,36,1724
{"":"2024-08-04,1478,Highland Park            ,3,242
{"":"2024-08-04,1479,Westminster              ,9,467.5
{"":"2024-08-04,1480,Kansas City              ,17,764
{"":"2024-08-04,1481,Jacksonville             ,13,749
{"":"2024-08-04,1482,Winter Springs           ,5,185
{"":"2024-08-04,1483,Hingham                  ,12,493
{"":"2024-08-04,1484,Denver                   ,16,584.5
{"":"2024-08-04,1485,Laguna Niguel            ,17,784
{"":"2024-08-04,1486,Williston                ,26,1260
{"":"2024-08-04,1487,Richmond                 ,6,187.5
{"":"2024-08-04,1488,Crystal Lake             ,16,778.5
{"":"2024-08-04,1489,Wylie                    ,8,377.5
{"":"2024-08-04,1490,League City              ,13,570
{"":"2024-08-04,1491,Raleigh                  ,4,287
{"":"2024-08-04,1492,Watertown                ,23,898
{"":"2024-08-04,1493,Perris                   ,7,-384.5
{"":"2024-08-04,1494,Monrovia                 ,10,463.5
{"":"2024-08-04,1495,Evans                    ,8,469
{"":"2024-08-04,1496,Belton                   ,1,19.5
{"":"2024-08-04,1497,Parsippany               ,0,-189.5
{"":"2024-08-04,1498,Hilliard                 ,10,534
{"":"2024-08-04,1499,Georgetown               ,13,775.5
{"":"2024-08-04,1500,Woodinville              ,39,2115.5
{"":"2024-08-04,1501,Stillwater               ,14,739.5
{"":"2024-08-04,1502,Derby                    ,11,641
{"":"2024-08-04,1503,Ithaca                   ,9,391
{"":"2024-08-04,1504,Cumberland               ,5,247
{"":"2024-08-04,1505,Virginia Beach           ,13,663
{"":"2024-08-04,1506,Bonsall                  ,5,175.5
{"":"2024-08-04,1507,California               ,17,888
{"":"2024-08-04,1508,Lake Stevens             ,18,1037.5
{"":"2024-08-04,1509,roseburg                 ,25,1159.5
{"":"2024-08-04,1510,Trumbull                 ,11,242.5
{"":"2024-08-04,1511,Bethlehem                ,8,286.5
{"":"2024-08-04,1512,Seekonk                  ,19,1068
{"":"2024-08-04,1513,Moses Lake               ,10,519
{"":"2024-08-04,1514,Apopka                   ,6,182
{"":"2024-08-04,1515,Jacksonville             ,13,590.5
{"":"2024-08-04,1516,Plattsburgh              ,10,343
{"":"2024-08-04,1517,Lompoc                   ,9,652.5
{"":"2024-08-04,1518,Ruston                   ,2,44
{"":"2024-08-04,1519,Wilmington               ,29,1508
{"":"2024-08-04,1520,Collierville             ,9,324
{"":"2024-08-04,1521,Spokane                  ,22,861
{"":"2024-08-04,1522,Rensselaer               ,12,516.5
{"":"2024-08-04,1523,South Plainfield         ,26,1854
{"":"2024-08-04,1524,Bridgehampton            ,11,686.5
{"":"2024-08-04,1525,Grand Rapids             ,12,895.5
{"":"2024-08-04,1526,Davenport                ,25,1291.5
{"":"2024-08-04,1527,Prince Frederick         ,20,1110
{"":"2024-08-04,1528,Conroe                   ,8,233.5
{"":"2024-08-04,1529,Saint Cloud              ,16,831
{"":"2024-08-04,1530,Philadelphia             ,8,222.5
{"":"2024-08-04,1531,Concord                  ,27,1039
{"":"2024-08-04,1532,Christiansburg           ,10,424
{"":"2024-08-04,1533,Hanover                  ,15,608.5
{"":"2024-08-04,1534,Reno                     ,32,1790.5
{"":"2024-08-04,1535,Buena Park               ,12,537
{"":"2024-08-04,1536,Colorado Springs         ,17,1075.5
{"":"2024-08-04,1537,Ledgewood                ,10,534
{"":"2024-08-04,1538,Bradenton                ,15,950.5
{"":"2024-08-04,1539,Cincinnati               ,6,165.5
{"":"2024-08-04,1540,Unknown,10,607.5
{"":"2024-08-04,1541,Matthews                 ,27,971
{"":"2024-08-04,1542,Minneapolis              ,15,851.5
{"":"2024-08-04,1543,Sugar Land               ,16,821.5
{"":"2024-08-04,1544,West Chester             ,13,508.5
{"":"2024-08-04,1545,Spokane                  ,28,1532.5
{"":"2024-08-04,1546,East Rutherford          ,16,923
{"":"2024-08-04,1547,Rio Grande               ,16,834.5
{"":"2024-08-04,1548,Oklahoma City            ,15,839.5
{"":"2024-08-04,1549,Framingham               ,16,625.5
{"":"2024-08-04,1550,Tacoma                   ,13,569
{"":"2024-08-04,1551,Unknown,22,1018.5
{"":"2024-08-04,1553,Dallas                   ,8,663
{"":"2024-08-04,1554,Jeffersonville           ,15,709.5
{"":"2024-08-04,1555,Wareham                  ,13,646
{"":"2024-08-04,1556,Gonzales                 ,15,519
{"":"2024-08-04,1557,Shirley                  ,15,641.5
{"":"2024-08-04,1558,Albuquerque              ,14,635
{"":"2024-08-04,1559,Newnan                   ,16,756.5
{"":"2024-08-04,1560,North Hollywood          ,9,228
{"":"2024-08-04,1561,San Marcos               ,17,935.5
{"":"2024-08-04,1562,Bullhead City            ,6,261
{"":"2024-08-04,1563,Monroe                   ,11,527.5
{"":"2024-08-04,1564,Raleigh                  ,15,509.5
{"":"2024-08-04,1565,Birmingham               ,11,452.5
{"":"2024-08-04,1566,Troy                     ,10,305
{"":"2024-08-04,1567,Beaumont                 ,35,1782
{"":"2024-08-04,1568,Toms River               ,33,1488
{"":"2024-08-04,1569,Sumter                   ,12,587
{"":"2024-08-04,1570,Lewiston                 ,3,169
{"":"2024-08-04,1571,Enfield                  ,19,674
{"":"2024-08-04,1572,Suwanee                  ,14,619
{"":"2024-08-04,1573,Wentzville               ,8,439
{"":"2024-08-04,1574,Webster                  ,28,1441
{"":"2024-08-04,1575,Ames                     ,8,370.5
{"":"2024-08-04,1576,Cranston                 ,19,810
{"":"2024-08-04,1577,Acworth                  ,11,548.5
{"":"2024-08-04,1578,Hamden                   ,11,728.5
{"":"2024-08-04,1579,Happy Valley             ,13,526.5
{"":"2024-08-04,1580,El Segundo               ,41,1954
{"":"2024-08-04,1581,Lakewood                 ,12,462.5
{"":"2024-08-04,1582,Pasadena                 ,33,1395.5
{"":"2024-08-04,1583,Allen                    ,29,1304.5
{"":"2024-08-04,1584,Carrollton               ,11,502.5
{"":"2024-08-04,1585,Fort Myers               ,10,464.5
{"":"2024-08-04,1586,Gig Harbor               ,14,841
{"":"2024-08-04,1587,Paramus                  ,14,748.5
{"":"2024-08-04,1588,Hialeah                  ,13,681.5
{"":"2024-08-04,1589,OAK BROOK                ,10,422.5
{"":"2024-08-04,1590,Shallotte                ,12,730
{"":"2024-08-04,1591,Surprise                 ,22,972.5
{"":"2024-08-04,1592,Southfield               ,13,492.5
{"":"2024-08-04,1593,Fort Myers               ,10,419.5
{"":"2024-08-04,1594,Sioux Falls              ,13,668
{"":"2024-08-04,1595,Little Rock              ,11,814
{"":"2024-08-04,1596,Houston                  ,16,617
{"":"2024-08-04,1597,Boone                    ,11,680.5
{"":"2024-08-04,1598,Troy                     ,9,299.5
{"":"2024-08-04,1599,Houston                  ,15,577.5
{"":"2024-08-04,1600,Gainesville              ,5,205
{"":"2024-08-04,1601,West Mifflin             ,16,640.5
{"":"2024-08-04,1602,Buffalo                  ,17,669.5
{"":"2024-08-04,1603,Stafford                 ,6,258
{"":"2024-08-04,1604,Oak Brook                ,28,885.9000000000001
{"":"2024-08-04,1605,Phoenix                  ,18,791
{"":"2024-08-04,1606,Columbus                 ,8,259
{"":"2024-08-04,1608,Easton                   ,18,802
{"":"2024-08-04,1609,Chester                  ,6,271.5
{"":"2024-08-04,1610,Nashville                ,18,1104.5
{"":"2024-08-04,1611,Dallas                   ,14,803
{"":"2024-08-04,1612,Meridian                 ,6,82.5
{"":"2024-08-04,1613,Madison                  ,15,410
{"":"2024-08-04,1614,Monroeville              ,28,1284
{"":"2024-08-04,1615,Mission Hills            ,16,621
{"":"2024-08-04,1616,Monroe                   ,9,569.5
{"":"2024-08-04,1617,Germantown               ,10,372.5
{"":"2024-08-04,1618,Silver Spring            ,9,333.5
{"":"2024-08-04,1619,Klamath Falls            ,8,356.5
{"":"2024-08-04,1620,Phoenix                  ,10,341
{"":"2024-08-04,1621,Easley                   ,5,196
{"":"2024-08-04,1622,Johnstown                ,7,265.5
{"":"2024-08-04,1623,The Colony               ,11,463.5
{"":"2024-08-04,1624,Southbury                ,13,396.5
{"":"2024-08-04,1625,Gillette                 ,10,418.5
{"":"2024-08-04,1626,Farmingdale              ,13,544
{"":"2024-08-04,1627,Tampa                    ,16,601.5
{"":"2024-08-04,1628,Rancho Cucamonga         ,19,943.5
{"":"2024-08-04,1630,Flagstaff                ,10,490
{"":"2024-08-04,1631,Batavia                  ,18,1182.5
{"":"2024-08-04,1632,Valparaiso               ,19,1186.5
{"":"2024-08-04,1633,Atlanta                  ,45,2122.5
{"":"2024-08-04,1634,Saint Johns              ,33,1774
{"":"2024-08-04,1635,Albertville              ,12,728
{"":"2024-08-04,1636,Canoga Park              ,29,1548.5
{"":"2024-08-04,1637,West Hartford            ,14,771.5
{"":"2024-08-04,1638,New York                 ,42,1717.5
{"":"2024-08-04,1639,Bakersfield              ,37,1630
{"":"2024-08-04,1640,Salem                    ,41,1736
{"":"2024-08-04,1641,Wayne                    ,21,1184
{"":"2024-08-04,1642,Stephenville             ,6,402
{"":"2024-08-04,1643,Omaha                    ,11,572.5
{"":"2024-08-04,1644,Dyersburg                ,2,100
{"":"2024-08-04,1645,Grand Forks              ,21,1025.5
{"":"2024-08-04,1646,Elk grove                ,45,2339
{"":"2024-08-04,1647,Miami                    ,19,1049
{"":"2024-08-04,1648,Eden Prairie             ,9,403
{"":"2024-08-04,1649,Newtown Square           ,30,1446.5
{"":"2024-08-04,1650,Warrenton                ,16,841.5
{"":"2024-08-04,1651,San Mateo                ,32,1696
{"":"2024-08-04,1653,North Charleston         ,8,227.5
{"":"2024-08-04,1654,Orlando                  ,9,371.5
{"":"2024-08-04,1656,Mount Pleasant           ,3,73.5
{"":"2024-08-04,1657,Olive Branch             ,11,303
{"":"2024-08-04,1658,aurora                   ,26,1443
{"":"2024-08-04,1659,Goldsboro                ,15,752.5
{"":"2024-08-04,1660,Mankato                  ,11,378
{"":"2024-08-04,1661,Springfield              ,12,469
{"":"2024-08-04,1664,Sunnyvale                ,23,945
{"":"2024-08-04,1665,Orange                   ,20,1179.5
{"":"2024-08-04,1666,Novato                   ,8,508
{"":"2024-08-04,1667,Hickory                  ,34,1191.5
{"":"2024-08-04,1668,Cedar Hill               ,19,848.5
{"":"2024-08-04,1669,Campbell                 ,19,692.5
{"":"2024-08-04,1670,Rialto                   ,15,806
{"":"2024-08-04,1671,Huntington Beach         ,38,1755.5
{"":"2024-08-04,1672,Hadley                   ,10,485
{"":"2024-08-04,1673,Saratoga Springs         ,10,510.5
{"":"2024-08-04,1674,Woodbridge               ,24,968.5
{"":"2024-08-04,1675,Vienna                   ,15,598
{"":"2024-08-04,1676,Clemmons                 ,7,291
{"":"2024-08-04,1677,Riverside                ,18,368
{"":"2024-08-04,1678,Greensboro               ,28,1130
{"":"2024-08-04,1679,Rome                     ,8,374
{"":"2024-08-04,1681,Rocky Mount              ,4,209
{"":"2024-08-04,1682,Fort Wayne               ,9,464
{"":"2024-08-04,1683,West Des Moines          ,14,665
{"":"2024-08-04,1684,Sacramento               ,19,890
{"":"2024-08-04,1685,Hollister                ,9,353.5
{"":"2024-08-04,1686,Cockeysville             ,22,1039.5
{"":"2024-08-04,1687,Washington               ,22,1108
{"":"2024-08-04,1688,Dallas                   ,4,216
{"":"2024-08-04,1689,Rock Springs             ,4,118.5
{"":"2024-08-04,1690,Beaufort                 ,13,602.5
{"":"2024-08-04,1691,Rehoboth Beach           ,43,2633
{"":"2024-08-04,1692,Kennewick                ,41,1968.5
{"":"2024-08-04,1693,Seattle                  ,18,823.5
{"":"2024-08-04,1694,Las Vegas                ,7,335
{"":"2024-08-04,1695,Redmond                  ,21,1222.5
{"":"2024-08-04,1696,Saint Petersburg         ,18,641.5
{"":"2024-08-04,1698,Starkville               ,7,388
{"":"2024-08-04,1699,Stoughton                ,10,32
{"":"2024-08-04,1700,Meriden                  ,11,516.5
{"":"2024-08-04,1701,Langhorne                ,59,3051
{"":"2024-08-04,1702,Millington               ,4,160
{"":"2024-08-04,1703,McMinnville              ,9,572
{"":"2024-08-04,1704,Denton                   ,10,436.5
{"":"2024-08-04,1705,Missouri City            ,9,482.5
{"":"2024-08-04,1706,Appleton                 ,11,485.5
{"":"2024-08-04,1707,Crestview                ,5,225.5
{"":"2024-08-04,1708,Hartsdale                ,16,548.5
{"":"2024-08-04,1709,Nanuet                   ,20,1317.5
{"":"2024-08-04,1711,Lebanon                  ,6,164.5
{"":"2024-08-04,1712,Kissimmee                ,12,484.5
{"":"2024-08-04,1714,North Attleboro          ,11,517.5
{"":"2024-08-04,1715,Anchorage                ,38,1626
{"":"2024-08-04,1716,Dallas                   ,4,139
{"":"2024-08-04,1717,Boulder                  ,6,211.5
{"":"2024-08-04,1718,Indianapolis             ,39,2857.5
{"":"2024-08-04,1719,Selma                    ,41,1965.5
{"":"2024-08-04,1721,Richmond                 ,32,1520
{"":"2024-08-04,1722,Jasper                   ,6,350
{"":"2024-08-04,1723,Paris                    ,7,224
{"":"2024-08-04,1724,Del Rio                  ,6,287
{"":"2024-08-04,1725,Wilson                   ,11,469.5
{"":"2024-08-04,1726,Garden Grove             ,8,441.5
{"":"2024-08-04,1727,Huntsville               ,7,401
{"":"2024-08-04,1728,Liverpool                ,16,608
{"":"2024-08-04,1729,Venice                   ,16,853.5
{"":"2024-08-04,1730,Tullahoma                ,11,458
{"":"2024-08-04,1731,Oklahoma City            ,14,425.5
{"":"2024-08-04,1732,Warrensville Heights     ,3,76
{"":"2024-08-04,1734,Independence             ,2,55.5
{"":"2024-08-04,1735,Fulshear                 ,32,1733.5
{"":"2024-08-04,1736,Anaheim                  ,14,725
{"":"2024-08-04,1737,Parrish                  ,6,284.5
{"":"2024-08-04,1738,Carbondale               ,12,640
{"":"2024-08-04,1740,Everett                  ,12,560.5
{"":"2024-08-04,1744,Woburn                   ,25,1274.5
{"":"2024-08-04,1745,Land O Lakes             ,14,756.5
{"":"2024-08-04,1747,Leominster               ,7,260.5
{"":"2024-08-04,1748,Cornelius                ,21,1074
{"":"2024-08-04,1749,Pell City                ,0,0
{"":"2024-08-04,1750,Mesa                     ,10,542
{"":"2024-08-04,1752,Orange                   ,14,715
{"":"2024-08-04,1753,Peoria                   ,19,1057
{"":"2024-08-04,1756,Brenham                  ,6,274.5
{"":"2024-08-04,1757,Cottage Grove            ,12,584.5
{"":"2024-08-04,1758,Overland Park            ,14,423
{"":"2024-08-04,1760,Logan                    ,4,297
{"":"2024-08-04,1761,Lynchburg                ,14,681
{"":"2024-08-04,1763,Elizabethtown            ,14,527.5
{"":"2024-08-04,1767,Jacksonville             ,19,737
{"":"2024-08-04,1768,Athens                   ,4,131
{"":"2024-08-04,1769,Onalaska                 ,18,1082.5
{"":"2024-08-04,1772,Brea                     ,18,1095
{"":"2024-08-04,1773,El Paso                  ,19,910.5
{"":"2024-08-04,1774,El Paso                  ,8,427.5
{"":"2024-08-04,1775,Grants Pass              ,18,852.5
{"":"2024-08-04,1777,Freehold                 ,4,151
{"":"2024-08-04,1780,Gardendale               ,0,0
{"":"2024-08-04,1781,San Diego                ,11,200
{"":"2024-08-04,1782,Glassboro                ,1,-317.5
{"":"2024-08-04,1783,Lancaster                ,9,414.5
{"":"2024-08-04,1784,San Antonio              ,9,453
{"":"2024-08-04,1785,Decatur                  ,6,151
{"":"2024-08-04,1786,Antioch                  ,9,479.5
{"":"2024-08-04,1788,Orlando                  ,7,254.5
{"":"2024-08-04,1791,Burtonsville             ,15,806
{"":"2024-08-04,1792,Warwick                  ,15,624.4
{"":"2024-08-04,1793,Syosset                  ,24,1218.5
{"":"2024-08-04,1795,Baraboo                  ,7,351.5
{"":"2024-08-04,1796,North Dartmouth          ,16,672
{"":"2024-08-04,1797,Gainesville              ,31,1516.5
{"":"2024-08-04,1800,Myrtle Beach             ,29,1345.5
{"":"2024-08-04,1805,Des Plaines              ,16,318
{"":"2024-08-04,1806,Wadsworth                ,3,72
{"":"2024-08-04,1807,Ladera Ranch             ,13,643
{"":"2024-08-04,1813,Lincoln                  ,4,120
{"":"2024-08-04,1814,Tomball                  ,0,0
{"":"2024-08-04,1816,Winston Salem            ,16,874
{"":"2024-08-04,1817,Snellville               ,29,1508
{"":"2024-08-04,1821,Athens                   ,4,239.5
{"":"2024-08-04,1822,Burley                   ,7,301.5
{"":"2024-08-04,1823,Phoenix                  ,0,0
{"":"2024-08-04,1827,Panorama City            ,12,875
{"":"2024-08-04,1833,Nogales                  ,2,144
{"":"2024-08-04,1844,Fort Worth               ,8,297
{"":"2024-08-04,1851,Zanesville               ,0,0
